crowd,registration,draw,seed,sharpe_0bps,sharpe_10bps,exposure,turnover_per_year,heldshare_ratio_median,sub5_held_share
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,12,20260714,0.6203638483107912,0.05326838697449005,0.24937015890706787,251.9439918154925,0.6398064090767481,0.036334866230638106
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,13,20260714,0.616532099853292,0.049159913124748836,0.24944253258444904,251.95335166804708,0.6450450465999806,0.03628268074588732
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,14,20260714,0.6354217101327518,0.067980170424749,0.24934945161663513,251.9494454353388,0.6417595849235451,0.03636647302145345
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,15,20260714,0.6070689533234895,0.04015420456532742,0.24935916028067406,251.95158678005623,0.6423948636540256,0.036240357935645964
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,16,20260714,0.627126122344069,0.05995642813660938,0.2493815648899947,251.94507313421371,0.6412178373591187,0.036177480535199986
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,17,20260714,0.6024037239400161,0.036096425682993205,0.24934544594405963,251.95125900355575,0.6433734041182733,0.03617809219914737
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,18,20260714,0.6246038836222739,0.0576406388007172,0.24942331893463776,251.94786912380098,0.6436623325832918,0.03626124998094608
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,19,20260714,0.596577134880843,0.029948841410791367,0.24944714929182427,251.95216982726197,0.6434838526912181,0.03638924535979217
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,20,20260714,0.617819717181253,0.05086167408657336,0.2493997601484733,251.95299899685938,0.643343166337776,0.03623826950074276
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,21,20260714,0.6318175142828613,0.06564120637066931,0.24941469655468707,251.95070859839197,0.6457836753853863,0.0364228342493597
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,22,20260714,0.6166634038958346,0.049821906417802035,0.2493474827267251,251.94650034350155,0.6445264949530858,0.03621564383593721
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,23,20260714,0.6264689455017325,0.06058379010959725,0.2494149002329536,251.94371011841304,0.6437244574129865,0.03622899234006413
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,24,20260714,0.5973269687700425,0.030298008580519776,0.24938957623514574,251.94715426353193,0.639824625502375,0.036322508968125826
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,25,20260714,0.6282725653812369,0.061378918724190934,0.24941591862428636,251.9474057999215,0.6439211702583596,0.03627648063587552
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,26,20260714,0.6244934748508929,0.05748020846809471,0.24936914051573508,251.95259001657257,0.641780945833484,0.036205147528468665
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,27,20260714,0.611682496743455,0.044447386128914926,0.2494060062819809,251.94517687128956,0.6426057379473529,0.03635223786174003
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,28,20260714,0.6028759479589715,0.034814129991791086,0.24941686912286362,251.93910140706618,0.6422938024215243,0.03624422208847836
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,29,20260714,0.6117720775171585,0.044065111459344476,0.24944137840760527,251.9457153821468,0.6426229946524065,0.03633429049686313
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,30,20260714,0.6355137759350544,0.06923248101126432,0.24934198341352826,251.94686720761464,0.6422587488381716,0.03632072877258694
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,31,20260714,0.6135259418878677,0.045465470506308926,0.24935461146605442,251.94805278169122,0.6399579398545263,0.036329235792475004
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,32,20260714,0.617935957918963,0.05112151448256511,0.24944952553826735,251.94739781783937,0.6445455621735441,0.036339635890554875
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,33,20260714,0.6138623614323002,0.046459598927959395,0.2494099440618009,251.94917640346,0.641205020163375,0.03631137631965706
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,34,20260714,0.6120978231114225,0.043936656270446336,0.24944117472933877,251.94829444980385,0.6432487088903769,0.036363443363680435
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,35,20260714,0.6270044361295003,0.059600484237062455,0.24949643943232966,251.95081653211776,0.6442338906259522,0.03633824517444333
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,36,20260714,0.6134493257109834,0.04516330975861694,0.24940559892544775,251.94939186320988,0.6423908954362929,0.036290503693593316
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,37,20260714,0.615423777815404,0.04729119692976026,0.2493850953132816,251.94883342935194,0.6432801492107655,0.03637025923569532
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,38,20260714,0.6206985507533133,0.0532262098761086,0.2494047842123816,251.9456682035539,0.6429194593344365,0.03612919629204867
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,39,20260714,0.6075353688211255,0.040611049101446535,0.24938237960306092,251.94942655531983,0.6447669237725346,0.03633635260554816
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,40,20260714,0.591948329005153,0.024585036120058468,0.24942813932027944,251.94648408308953,0.6448018238530338,0.0362284303544914
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,41,20260714,0.6390290119422792,0.07190838843439475,0.2493686652664465,251.94913228607484,0.6433353399864388,0.03630377412993649
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,42,20260714,0.6014774567510695,0.03474875349636577,0.24937959600008472,251.94101343663232,0.6407270247229326,0.0362779529231121
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,43,20260714,0.5985065140417772,0.03130189334047229,0.24943445334654255,251.94959104208206,0.6417286706681943,0.03625255447273614
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,44,20260714,0.6046327484826723,0.03795717679805255,0.2493611291705841,251.94805230547732,0.6432389788342414,0.036255863265437255
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,45,20260714,0.6301866618533051,0.06275432102189976,0.24943574330889734,251.9436923924235,0.6439635341228593,0.03627441400535171
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,46,20260714,0.6260294363730883,0.05814405764501787,0.24945509274421976,251.95274435582152,0.6449017999324422,0.036285208526796744
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,47,20260714,0.6157504776094506,0.04879473590903827,0.2493536609674772,251.94784909030278,0.6416608826024499,0.03625204818830971
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,48,20260714,0.6298750417567587,0.06142772163525591,0.24930695075168147,251.94781894469418,0.6427406403693667,0.0362250719621358
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,49,20260714,0.6138239223746661,0.04712301475031813,0.24941591862428636,251.9471153347521,0.6418668675293172,0.03618011936276345
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,50,20260714,0.5852728153789979,0.018144204350321585,0.2494254236100588,251.9406914403796,0.6432478653133211,0.036269654296691586
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,51,20260714,0.6229980847379405,0.05455688498225466,0.24942175740126085,251.94461472809013,0.6405905093084712,0.03636409663012918
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,52,20260714,0.6171910989570214,0.04976990384009811,0.24933818141921932,251.94706372165658,0.642221640183924,0.03628479549520358
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,53,20260714,0.6214993810232132,0.05357811604193187,0.24943044767396702,251.94849343401526,0.6458734439834025,0.03630512516845229
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,54,20260714,0.5986074075763573,0.031852283029487616,0.24939045884096744,251.94829024547565,0.6448643333202038,0.03622002014537337
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,55,20260714,0.6135340035793667,0.04795460200039194,0.24937131308391164,251.94476477424158,0.644048824184067,0.03622280097728898
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,56,20260714,0.601971765475764,0.03482046691270938,0.24937823814497437,251.94963905135467,0.6423602281741136,0.03628441216186784
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,57,20260714,0.6066642909234937,0.038736575699403704,0.24932046141002934,251.94425568315378,0.6414450910821687,0.03627049107785949
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,58,20260714,0.608984523624902,0.04271618610230478,0.249378713394263,251.94777542425612,0.6418228584993715,0.036279170309112645
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,59,20260714,0.6113697429282132,0.043985160390717315,0.24930457450523832,251.9525458007909,0.6451269805652984,0.036199818356851175
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,60,20260714,0.6193230117245051,0.05151589393788808,0.24942243632881606,251.94891473855805,0.6447930380389759,0.03626763889202675
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,61,20260714,0.6194619464058571,0.050840388233892246,0.24939622972518644,251.94748297078348,0.6415250854693437,0.036366457640568575
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,62,20260714,0.619131951933229,0.05189694643662762,0.2494254915028143,251.9498723111449,0.6452375816256624,0.03632163396315983
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,63,20260714,0.5929725118532194,0.02553762892985534,0.2494071604588247,251.9511847062821,0.6428297368817889,0.03624291080062697
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,64,20260714,0.6247467564394605,0.05779840371820308,0.2493874715597247,251.94767045905257,0.6421197964152902,0.036227804432906394
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,65,20260714,0.6229946124055403,0.054381297956799156,0.24941680123010812,251.9498202714502,0.6438940870412523,0.03633378773592096
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,66,20260714,0.5969534522604928,0.03043615234192613,0.2493945324062985,251.94843100920525,0.6448740086671321,0.03627278567850687
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,67,20260714,0.6283206288029819,0.06089186184549278,0.24946452983723663,251.9504528347114,0.6414933919376947,0.0362636964873907
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,68,20260714,0.5983569144178043,0.031232332613384102,0.2493368235641089,251.9484408070183,0.6429182518937037,0.03623734176353502
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,69,20260714,0.5950025668372395,0.027690899047832316,0.2494070925660692,251.9508908292744,0.6438358784832017,0.036379573409336216
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,70,20260714,0.6254364868487151,0.058509232929610806,0.2493736214375992,251.94717329010925,0.6420332103321034,0.03626330365047922
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,71,20260714,0.6221992806509494,0.05489134450077485,0.2494280714275239,251.9433636204991,0.6446128554000011,0.036270630242791355
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,72,20260714,0.6024898550848836,0.03435873941809068,0.2493810217479506,251.9496749262257,0.6398323687204648,0.036336278208333364
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,73,20260714,0.603769112935107,0.035603684846587755,0.2493568519269865,251.95133417499414,0.6392258641239571,0.03642338757434713
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,74,20260714,0.5929775862419615,0.024583645796952693,0.24930973435465767,251.95211361278913,0.6415674724915121,0.03629901165841665
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,75,20260714,0.6247536093858026,0.05688572639741317,0.24937138097666717,251.9505487588009,0.6439336734693877,0.03641418680382541
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,76,20260714,0.6098948544390687,0.042320626358058167,0.24939643340345297,251.94879513045657,0.6446258245452063,0.0362703313671194
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,77,20260714,0.6172657822849258,0.049266507052656935,0.24935746296178612,251.94853438023412,0.642000521104742,0.0363127563769905
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,78,20260714,0.6140475691951705,0.04668744377985191,0.2493966370817195,251.95022157588207,0.6451794355307381,0.036359320311940654
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,79,20260714,0.6263889410883613,0.059694508793176136,0.2494425325844491,251.95076570825788,0.639945007761074,0.0364304733691574
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,80,20260714,0.6056563678196837,0.03818593089025931,0.24942807142752393,251.94808072684876,0.6436743294866987,0.03636480927113598
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,81,20260714,0.6023740152382069,0.03427728725163907,0.2493293553610021,251.9508602279456,0.6389072129155455,0.03638846530878989
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,82,20260714,0.6254090480765255,0.05887629641915681,0.2493996922557178,251.95107818784237,0.6408212992545261,0.036344719222003594
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,83,20260714,0.6044615520686077,0.03812716302741501,0.24939772336580776,251.9509063538672,0.6422858929269246,0.036284571788533095
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,84,20260714,0.6088791475033076,0.04089280523534429,0.24939351401496573,251.95022497690357,0.643194738117958,0.036257416605301164
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,85,20260714,0.6069856764057712,0.039543846802030005,0.24935977131547374,251.9483988564737,0.6416217460703321,0.03626749595953876
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,86,20260714,0.6010022251270014,0.033758882188558284,0.24947797260282897,251.9504611271416,0.6409062602525001,0.0362402434666843
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,87,20260714,0.6133595223391144,0.046702282257593056,0.24941367816335433,251.94847383453444,0.6433980244248889,0.03629450011732226
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,88,20260714,0.6057849844161165,0.038716506310643446,0.24944490883089215,251.94941890848503,0.6429123426805035,0.03630873612109843
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,89,20260714,0.6119345417785971,0.044303653843066254,0.24938672473941403,251.949352921026,0.6417445129049661,0.036277188153798615
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,90,20260714,0.6343016622717544,0.06650755791192207,0.24931224638661176,251.94885944637514,0.6436728037874803,0.03620415081309359
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,91,20260714,0.6148051390761942,0.04730924459712425,0.24940872199220154,251.95134932883968,0.6451732231780414,0.03627044979963626
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,92,20260714,0.632221128882339,0.06544436001141671,0.249372670939022,251.94892769488575,0.6437248330847627,0.036260991582444835
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,93,20260714,0.6058383698845786,0.03807445132012974,0.24938984780616777,251.94893363270108,0.6459796585186317,0.036293612458147204
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,94,20260714,0.6102197357132826,0.04217758385974298,0.2494017969311388,251.9486869234764,0.6414964444386876,0.03631855138483618
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,95,20260714,0.5889089000560649,0.021856155946659298,0.24936235124018338,251.9438017986125,0.6432607437314055,0.03619524265114681
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,96,20260714,0.5955153317069488,0.027690489478477735,0.2494146965546871,251.95268862203764,0.6417585433043401,0.03624970975787887
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,97,20260714,0.6075627187526067,0.04101546860536191,0.24939996382673987,251.94977414254924,0.6428312699596139,0.03625647894072041
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,98,20260714,0.6184341674271888,0.05066628266273155,0.24940132168185022,251.94965339782968,0.6416065219380518,0.036211092539458714
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,99,20260714,0.6199291142015749,0.053273531400952596,0.2494100119545564,251.94982942480692,0.6410183716529052,0.03623514667404184
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,100,20260714,0.6251517441218071,0.056942787873315366,0.2493550188225875,251.95188826425917,0.6394857451153335,0.036264647631847065
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,101,20260714,0.5980898223150942,0.03081732340927914,0.24936167231262826,251.9492236829215,0.643516198245612,0.036282466383292
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,102,20260714,0.6266077414400619,0.059410564553539935,0.24935352518196616,251.94740147839886,0.6403010725910139,0.03634382463741125
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,103,20260714,0.6250541716048624,0.05799994175614934,0.24941564705326427,251.94655770477567,0.6433400548193928,0.03637642020747095
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,104,20260714,0.6291548941752688,0.062093606859483674,0.24931923934043002,251.95055784865917,0.6388537168252904,0.03628510142689048
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,105,20260714,0.620024081919672,0.05239471243786521,0.24940906145597913,251.94972878579452,0.6421496160175535,0.03624590113061558
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,106,20260714,0.6197744199878578,0.05247128693060722,0.24940763570811328,251.95039362632036,0.6426212690622599,0.03622188110529506
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,107,20260714,0.627387421945562,0.05998046228421496,0.24940519156891466,251.9480820661425,0.6432763654456111,0.03629382959164201
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,108,20260714,0.5945722412203236,0.026253073194555925,0.24941469655468707,251.94418175164975,0.6450781520698227,0.036342532794977865
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,109,20260714,0.6247977929333964,0.05827116002091631,0.24937993546386233,251.95048099422993,0.6416762872630573,0.03622236530275826
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,110,20260714,0.6174145544013602,0.04919543878977409,0.24939324244394365,251.949795224664,0.6433144852818893,0.0363053688726421
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,111,20260714,0.6318484119826223,0.06480637761892336,0.24934863690356895,251.94757087561328,0.6475185232749832,0.036363324478773565
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,112,20260714,0.6155810645885788,0.048881774414681896,0.2493707699418675,251.95267117427449,0.6427715339980846,0.03623703719837409
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,113,20260714,0.6112834175087063,0.04276958291650674,0.24941680123010812,251.94729289705654,0.644086778376664,0.03630003418907648
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,114,20260714,0.6112484579690722,0.046063983346876114,0.24939025516270094,251.95007475002606,0.6440692405108357,0.03624291746624354
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,115,20260714,0.6223990826494544,0.055147527566517286,0.2493683936954244,251.95167715182637,0.6420220841959972,0.03618129717735623
"published crowd (120 draws, the published run)",published 2026-07-14 as a 10 bps summary; every per-draw value here is the 2026-09-24 replay of the same draws,116,20260714,0.6176419400432637,0.04896856208098165,0.24946337566039284,251.94828939272438,0.638579520768146,0.03622086374440925
